samp,cmpd_name,area,cmpd_type,samp_type,sal,conc
240108_Smp_40ppt_A,L-Methionine S-oxide,546509,S,Smp,40,0
240108_Smp_40ppt_B,L-Methionine S-oxide,437485,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Methionine S-oxide,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Methionine S-oxide,290669088,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Methionine S-oxide,456292640,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Methionine S-oxide,203485904,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Methionine S-oxide,217316208,S,Std,NA,4
240108_Poo_Syn_Full1,"L-Methionine, 2H3",120620704,IS,Poo,NA,0
240108_Poo_Syn_Full2,"L-Methionine, 2H3",143985632,IS,Poo,NA,0
240108_Poo_Syn_Full3,"L-Methionine, 2H3",156576656,IS,Poo,NA,0
240108_Poo_Syn_Half1,"L-Methionine, 2H3",67662880,IS,Poo,NA,0
240108_Poo_Syn_Half2,"L-Methionine, 2H3",86423320,IS,Poo,NA,0
240108_Poo_Syn_Half3,"L-Methionine, 2H3",98826280,IS,Poo,NA,0
240108_Smp_25ppt_A,"L-Methionine, 2H3",153761952,IS,Smp,25,0
240108_Smp_25ppt_B,"L-Methionine, 2H3",140046608,IS,Smp,25,0
240108_Smp_25ppt_Blk,"L-Methionine, 2H3",226861376,IS,Smp,25,0
240108_Smp_30ppt_A,"L-Methionine, 2H3",155829024,IS,Smp,30,0
240108_Smp_30ppt_B,"L-Methionine, 2H3",150675856,IS,Smp,30,0
240108_Smp_30ppt_Blk,"L-Methionine, 2H3",239541904,IS,Smp,30,0
240108_Smp_35ppt_A,"L-Methionine, 2H3",111348136,IS,Smp,35,0
240108_Smp_35ppt_B,"L-Methionine, 2H3",101306504,IS,Smp,35,0
240108_Smp_35ppt_Blk,"L-Methionine, 2H3",223510992,IS,Smp,35,0
240108_Smp_40ppt_A,"L-Methionine, 2H3",157553264,IS,Smp,40,0
240108_Smp_40ppt_B,"L-Methionine, 2H3",137205136,IS,Smp,40,0
240108_Smp_40ppt_Blk,"L-Methionine, 2H3",217005152,IS,Smp,40,0
240108_Poo_Syn_Full1,L-Ornithine,1386406,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Ornithine,1059930,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Ornithine,2522999,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Ornithine,431701,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Ornithine,532125,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Ornithine,425155,S,Poo,NA,0
240108_Smp_25ppt_A,L-Ornithine,1698864,S,Smp,25,0
240108_Smp_25ppt_B,L-Ornithine,2204582,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Ornithine,157332,S,Smp,25,0
240108_Smp_30ppt_A,L-Ornithine,1856410,S,Smp,30,0
240108_Smp_30ppt_B,L-Ornithine,355530,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Ornithine,169752,S,Smp,30,0
240108_Smp_35ppt_A,L-Ornithine,1579864,S,Smp,35,0
240108_Smp_35ppt_B,L-Ornithine,930599,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Ornithine,46705,S,Smp,35,0
240108_Smp_40ppt_A,L-Ornithine,1915379,S,Smp,40,0
240108_Smp_40ppt_B,L-Ornithine,1832297,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Ornithine,86917,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Ornithine,159031600,S,Std,NA,5
240108_Std_4uMStdsMix1InH2O_2,L-Ornithine,45637696,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,L-Ornithine,49557724,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,L-Ornithine,74761696,S,Std,NA,5
240108_Poo_Syn_Full1,L-Proline,686190272,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Proline,621131776,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Proline,639823040,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Proline,368514400,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Proline,315842272,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Proline,310537920,S,Poo,NA,0
240108_Smp_25ppt_A,L-Proline,685536576,S,Smp,25,0
240108_Smp_25ppt_B,L-Proline,810924032,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Proline,6989928,S,Smp,25,0
240108_Smp_30ppt_A,L-Proline,496504864,S,Smp,30,0
240108_Smp_30ppt_B,L-Proline,721728448,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Proline,5887081,S,Smp,30,0
240108_Smp_35ppt_A,L-Proline,1084545536,S,Smp,35,0
240108_Smp_35ppt_B,L-Proline,838268352,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Proline,3886762,S,Smp,35,0
240108_Smp_40ppt_A,L-Proline,687765248,S,Smp,40,0
240108_Smp_40ppt_B,L-Proline,803198912,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Proline,6520593,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Proline,1245795072,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Proline,2225151488,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Proline,1781704064,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Proline,1706964096,S,Std,NA,4
240108_Poo_Syn_Full1,L-Serine,96912488,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Serine,95772800,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Serine,109138752,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Serine,48236952,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Serine,51919480,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Serine,61340496,S,Poo,NA,0
240108_Smp_25ppt_A,L-Serine,99710760,S,Smp,25,0
240108_Smp_25ppt_B,L-Serine,122081680,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Serine,1058320,S,Smp,25,0
240108_Smp_30ppt_A,L-Serine,79093528,S,Smp,30,0
240108_Smp_30ppt_B,L-Serine,105170944,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Serine,1517021,S,Smp,30,0
240108_Smp_35ppt_A,L-Serine,57238720,S,Smp,35,0
240108_Smp_35ppt_B,L-Serine,53216180,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Serine,890892,S,Smp,35,0
240108_Smp_40ppt_A,L-Serine,150665616,S,Smp,40,0
240108_Smp_40ppt_B,L-Serine,160938912,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Serine,2321339,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Serine,40677008,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Serine,53967572,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Serine,96001808,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Serine,131020552,S,Std,NA,4
240108_Poo_Syn_Full1,L-Threonine,76516336,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Threonine,69848496,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Threonine,88928760,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Threonine,47561452,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Threonine,57185408,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Threonine,65778020,S,Poo,NA,0
240108_Smp_25ppt_A,L-Threonine,76099176,S,Smp,25,0
240108_Smp_25ppt_B,L-Threonine,96337928,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Threonine,1988445,S,Smp,25,0
240108_Smp_30ppt_A,L-Threonine,68576344,S,Smp,30,0
240108_Smp_30ppt_B,L-Threonine,94359720,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Threonine,1318512,S,Smp,30,0
240108_Smp_35ppt_A,L-Threonine,93675576,S,Smp,35,0
240108_Smp_35ppt_B,L-Threonine,88281552,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Threonine,872497,S,Smp,35,0
240108_Smp_40ppt_A,L-Threonine,77136624,S,Smp,40,0
240108_Smp_40ppt_B,L-Threonine,89514000,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Threonine,788924,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Threonine,92451048,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Threonine,138607776,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Threonine,175020432,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Threonine,239975168,S,Std,NA,4
240108_Poo_Syn_Full1,L-Tyrosine,42791564,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Tyrosine,41682292,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Tyrosine,43845252,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Tyrosine,21597954,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Tyrosine,22750108,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Tyrosine,24178714,S,Poo,NA,0
240108_Smp_25ppt_A,L-Tyrosine,34400740,S,Smp,25,0
240108_Smp_25ppt_B,L-Tyrosine,38141276,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Tyrosine,0,S,Smp,25,0
240108_Smp_30ppt_A,L-Tyrosine,34320228,S,Smp,30,0
240108_Smp_30ppt_B,L-Tyrosine,44427428,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Tyrosine,222898,S,Smp,30,0
240108_Smp_35ppt_A,L-Tyrosine,80488488,S,Smp,35,0
240108_Smp_35ppt_B,L-Tyrosine,68181128,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Tyrosine,0,S,Smp,35,0
240108_Smp_40ppt_A,L-Tyrosine,36835132,S,Smp,40,0
240108_Smp_40ppt_B,L-Tyrosine,40027888,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Tyrosine,128508,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Tyrosine,138868928,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Tyrosine,341377696,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Tyrosine,264708096,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Tyrosine,312647040,S,Std,NA,4
240108_Poo_Syn_Full1,L-Valine,2655401728,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Valine,1355980288,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Valine,2815583232,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Valine,458020992,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Valine,2056962048,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Valine,1558593280,S,Poo,NA,0
240108_Smp_25ppt_A,L-Valine,48975488,S,Smp,25,0
240108_Smp_25ppt_B,L-Valine,1509164288,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Valine,323781376,S,Smp,25,0
240108_Smp_30ppt_A,L-Valine,481329472,S,Smp,30,0
240108_Smp_30ppt_B,L-Valine,694326976,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Valine,1462069120,S,Smp,30,0
240108_Smp_35ppt_A,L-Valine,7126977536,S,Smp,35,0
240108_Smp_35ppt_B,L-Valine,3722840576,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Valine,1545579264,S,Smp,35,0
240108_Smp_40ppt_A,L-Valine,5708910592,S,Smp,40,0
240108_Smp_40ppt_B,L-Valine,4683100160,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Valine,1801028224,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Valine,218713232,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Valine,292528352,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Valine,431589056,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Valine,761034880,S,Std,NA,4
240108_Poo_Syn_Full1,Melamine,25053748,S,Poo,NA,0
240108_Poo_Syn_Full2,Melamine,26508698,S,Poo,NA,0
240108_Poo_Syn_Full3,Melamine,23251652,S,Poo,NA,0
240108_Poo_Syn_Half1,Melamine,18301770,S,Poo,NA,0
240108_Poo_Syn_Half2,Melamine,19405326,S,Poo,NA,0
240108_Poo_Syn_Half3,Melamine,17375264,S,Poo,NA,0
240108_Smp_25ppt_A,Melamine,16256253,S,Smp,25,0
240108_Smp_25ppt_B,Melamine,17993522,S,Smp,25,0
240108_Smp_25ppt_Blk,Melamine,9772396,S,Smp,25,0
240108_Smp_30ppt_A,Melamine,24055554,S,Smp,30,0
240108_Smp_30ppt_B,Melamine,17332082,S,Smp,30,0
240108_Smp_30ppt_Blk,Melamine,10953582,S,Smp,30,0
240108_Smp_35ppt_A,Melamine,15059654,S,Smp,35,0
240108_Smp_35ppt_B,Melamine,21768478,S,Smp,35,0
240108_Smp_35ppt_Blk,Melamine,9574543,S,Smp,35,0
240108_Smp_40ppt_A,Melamine,59589848,S,Smp,40,0
240108_Smp_40ppt_B,Melamine,22272258,S,Smp,40,0
240108_Smp_40ppt_Blk,Melamine,5284713,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Melamine,6236504064,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Melamine,10212581376,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Melamine,9652356096,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Melamine,9950778368,S,Std,NA,4
240108_Poo_Syn_Full1,Muramic acid,33683,S,Poo,NA,0
240108_Poo_Syn_Full2,Muramic acid,89005,S,Poo,NA,0
240108_Poo_Syn_Full3,Muramic acid,24491584,S,Poo,NA,0
240108_Poo_Syn_Half1,Muramic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Muramic acid,9954334,S,Poo,NA,0
240108_Poo_Syn_Half3,Muramic acid,12269377,S,Poo,NA,0
240108_Smp_25ppt_A,Muramic acid,16754438,S,Smp,25,0
240108_Smp_25ppt_B,Muramic acid,20542732,S,Smp,25,0
240108_Smp_25ppt_Blk,Muramic acid,76529,S,Smp,25,0
240108_Smp_30ppt_A,Muramic acid,16742688,S,Smp,30,0
240108_Smp_30ppt_B,Muramic acid,19807698,S,Smp,30,0
240108_Smp_30ppt_Blk,Muramic acid,0,S,Smp,30,0
240108_Smp_35ppt_A,Muramic acid,24549956,S,Smp,35,0
240108_Smp_35ppt_B,Muramic acid,23515196,S,Smp,35,0
240108_Smp_35ppt_Blk,Muramic acid,32970,S,Smp,35,0
240108_Smp_40ppt_A,Muramic acid,20224986,S,Smp,40,0
240108_Smp_40ppt_B,Muramic acid,25119920,S,Smp,40,0
240108_Smp_40ppt_Blk,Muramic acid,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Muramic acid,163268592,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Muramic acid,319802240,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Muramic acid,271944768,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Muramic acid,410439776,S,Std,NA,4
240108_Poo_Syn_Full1,N-Acetyl-D-glucosamine,2038318,S,Poo,NA,0
240108_Poo_Syn_Full2,N-Acetyl-D-glucosamine,2261870,S,Poo,NA,0
240108_Poo_Syn_Full3,N-Acetyl-D-glucosamine,2560030,S,Poo,NA,0
240108_Poo_Syn_Half1,N-Acetyl-D-glucosamine,1052578,S,Poo,NA,0
240108_Poo_Syn_Half2,N-Acetyl-D-glucosamine,1163163,S,Poo,NA,0
240108_Poo_Syn_Half3,N-Acetyl-D-glucosamine,979017,S,Poo,NA,0
240108_Smp_25ppt_A,N-Acetyl-D-glucosamine,2463906,S,Smp,25,0
240108_Smp_25ppt_B,N-Acetyl-D-glucosamine,2451998,S,Smp,25,0
240108_Smp_25ppt_Blk,N-Acetyl-D-glucosamine,55366,S,Smp,25,0
240108_Smp_30ppt_A,N-Acetyl-D-glucosamine,2496984,S,Smp,30,0
240108_Smp_30ppt_B,N-Acetyl-D-glucosamine,2988184,S,Smp,30,0
240108_Smp_30ppt_Blk,N-Acetyl-D-glucosamine,29826,S,Smp,30,0
240108_Smp_35ppt_A,N-Acetyl-D-glucosamine,21896416,S,Smp,35,0
240108_Smp_35ppt_B,N-Acetyl-D-glucosamine,7164001,S,Smp,35,0
240108_Smp_35ppt_Blk,N-Acetyl-D-glucosamine,115778,S,Smp,35,0
240108_Smp_40ppt_A,N-Acetyl-D-glucosamine,2905128,S,Smp,40,0
240108_Smp_40ppt_B,N-Acetyl-D-glucosamine,1760268,S,Smp,40,0
240108_Smp_40ppt_Blk,N-Acetyl-D-glucosamine,163799,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,N-Acetyl-D-glucosamine,97806632,S,Std,NA,6
240108_Std_4uMStdsMix2InH2O_2,N-Acetyl-D-glucosamine,176120720,S,Std,NA,6
240108_Std_4uMStdsMix2InSynMatrix_1,N-Acetyl-D-glucosamine,171605248,S,Std,NA,6
240108_Std_4uMStdsMix2InSynMatrix_2,N-Acetyl-D-glucosamine,207224800,S,Std,NA,6
240108_Poo_Syn_Full1,N-Acetylmuramic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,N-Acetylmuramic acid,28867,S,Poo,NA,0
240108_Poo_Syn_Full3,N-Acetylmuramic acid,29230,S,Poo,NA,0
240108_Poo_Syn_Half1,N-Acetylmuramic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,N-Acetylmuramic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,N-Acetylmuramic acid,51770,S,Poo,NA,0
240108_Smp_25ppt_A,N-Acetylmuramic acid,35079,S,Smp,25,0
240108_Smp_25ppt_B,N-Acetylmuramic acid,19554,S,Smp,25,0
240108_Smp_25ppt_Blk,N-Acetylmuramic acid,126625,S,Smp,25,0
240108_Smp_30ppt_A,N-Acetylmuramic acid,NA,S,Smp,30,0
240108_Smp_30ppt_B,N-Acetylmuramic acid,33305,S,Smp,30,0
240108_Smp_30ppt_Blk,N-Acetylmuramic acid,NA,S,Smp,30,0
240108_Smp_35ppt_A,N-Acetylmuramic acid,NA,S,Smp,35,0
240108_Smp_35ppt_B,N-Acetylmuramic acid,75603,S,Smp,35,0
240108_Smp_35ppt_Blk,N-Acetylmuramic acid,NA,S,Smp,35,0
240108_Smp_40ppt_A,N-Acetylmuramic acid,NA,S,Smp,40,0
240108_Smp_40ppt_B,N-Acetylmuramic acid,49099,S,Smp,40,0
240108_Smp_40ppt_Blk,N-Acetylmuramic acid,NA,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,N-Acetylmuramic acid,NA,S,Std,NA,5
240108_Std_4uMStdsMix2InH2O_2,N-Acetylmuramic acid,NA,S,Std,NA,5
240108_Std_4uMStdsMix2InSynMatrix_1,N-Acetylmuramic acid,NA,S,Std,NA,5
240108_Std_4uMStdsMix2InSynMatrix_2,N-Acetylmuramic acid,NA,S,Std,NA,5
240108_Poo_Syn_Full1,N-Methyl-L-glutamic acid,1781057,S,Poo,NA,0
240108_Poo_Syn_Full2,N-Methyl-L-glutamic acid,1422290,S,Poo,NA,0
240108_Poo_Syn_Full3,N-Methyl-L-glutamic acid,1857664,S,Poo,NA,0
240108_Poo_Syn_Half1,N-Methyl-L-glutamic acid,1896258,S,Poo,NA,0
240108_Poo_Syn_Half2,N-Methyl-L-glutamic acid,1768579,S,Poo,NA,0
240108_Poo_Syn_Half3,N-Methyl-L-glutamic acid,2900102,S,Poo,NA,0
240108_Smp_25ppt_A,N-Methyl-L-glutamic acid,1264695,S,Smp,25,0
240108_Smp_25ppt_B,N-Methyl-L-glutamic acid,1980862,S,Smp,25,0
240108_Smp_25ppt_Blk,N-Methyl-L-glutamic acid,0,S,Smp,25,0
240108_Smp_30ppt_A,N-Methyl-L-glutamic acid,1873144,S,Smp,30,0
240108_Smp_30ppt_B,N-Methyl-L-glutamic acid,2212533,S,Smp,30,0
240108_Smp_30ppt_Blk,N-Methyl-L-glutamic acid,0,S,Smp,30,0
240108_Smp_35ppt_A,N-Methyl-L-glutamic acid,3588154,S,Smp,35,0
240108_Smp_35ppt_B,N-Methyl-L-glutamic acid,2973288,S,Smp,35,0
240108_Smp_35ppt_Blk,N-Methyl-L-glutamic acid,0,S,Smp,35,0
240108_Smp_40ppt_A,N-Methyl-L-glutamic acid,1152534,S,Smp,40,0
240108_Smp_40ppt_B,N-Methyl-L-glutamic acid,1542637,S,Smp,40,0
240108_Smp_40ppt_Blk,N-Methyl-L-glutamic acid,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,N-Methyl-L-glutamic acid,1242698112,S,Std,NA,5
240108_Std_4uMStdsMix1InH2O_2,N-Methyl-L-glutamic acid,2075467776,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,N-Methyl-L-glutamic acid,781393344,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,N-Methyl-L-glutamic acid,828505728,S,Std,NA,5
240108_Poo_Syn_Full1,N-Methyltaurine,26169,S,Poo,NA,0
240108_Poo_Syn_Full2,N-Methyltaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,N-Methyltaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,N-Methyltaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,N-Methyltaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,N-Methyltaurine,NA,S,Poo,NA,0
240108_Smp_25ppt_A,N-Methyltaurine,44737,S,Smp,25,0
240108_Smp_25ppt_B,N-Methyltaurine,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,N-Methyltaurine,27916,S,Smp,25,0
240108_Smp_30ppt_A,N-Methyltaurine,NA,S,Smp,30,0
240108_Smp_30ppt_B,N-Methyltaurine,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,N-Methyltaurine,19305,S,Smp,30,0
240108_Smp_35ppt_A,N-Methyltaurine,NA,S,Smp,35,0
240108_Smp_35ppt_B,N-Methyltaurine,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,N-Methyltaurine,NA,S,Smp,35,0
240108_Smp_40ppt_A,N-Methyltaurine,NA,S,Smp,40,0
240108_Smp_40ppt_B,N-Methyltaurine,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,N-Methyltaurine,22158,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,N-Methyltaurine,171748336,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,N-Methyltaurine,421251840,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,N-Methyltaurine,367694176,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,N-Methyltaurine,489687808,S,Std,NA,4
240108_Poo_Syn_Full1,"N6,N6,N6-Trimethyl-L-lysine",5358454,S,Poo,NA,0
240108_Poo_Syn_Full2,"N6,N6,N6-Trimethyl-L-lysine",5220705,S,Poo,NA,0
240108_Poo_Syn_Full3,"N6,N6,N6-Trimethyl-L-lysine",6771881,S,Poo,NA,0
240108_Poo_Syn_Half1,"N6,N6,N6-Trimethyl-L-lysine",2274750,S,Poo,NA,0
240108_Poo_Syn_Half2,"N6,N6,N6-Trimethyl-L-lysine",541783,S,Poo,NA,0
240108_Poo_Syn_Half3,"N6,N6,N6-Trimethyl-L-lysine",3620114,S,Poo,NA,0
240108_Smp_25ppt_A,"N6,N6,N6-Trimethyl-L-lysine",2801820,S,Smp,25,0
240108_Smp_25ppt_B,"N6,N6,N6-Trimethyl-L-lysine",5288881,S,Smp,25,0
240108_Smp_25ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",0,S,Smp,25,0
240108_Smp_30ppt_A,"N6,N6,N6-Trimethyl-L-lysine",2735587,S,Smp,30,0
240108_Smp_30ppt_B,"N6,N6,N6-Trimethyl-L-lysine",5606202,S,Smp,30,0
240108_Smp_30ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",0,S,Smp,30,0
240108_Smp_35ppt_A,"N6,N6,N6-Trimethyl-L-lysine",9880153,S,Smp,35,0
240108_Smp_35ppt_B,"N6,N6,N6-Trimethyl-L-lysine",8576915,S,Smp,35,0
240108_Smp_35ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",0,S,Smp,35,0
240108_Smp_40ppt_A,"N6,N6,N6-Trimethyl-L-lysine",8166833,S,Smp,40,0
240108_Smp_40ppt_B,"N6,N6,N6-Trimethyl-L-lysine",8319643,S,Smp,40,0
240108_Smp_40ppt_Blk,"N6,N6,N6-Trimethyl-L-lysine",0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,"N6,N6,N6-Trimethyl-L-lysine",1463212288,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,"N6,N6,N6-Trimethyl-L-lysine",889688512,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,"N6,N6,N6-Trimethyl-L-lysine",1007024448,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,"N6,N6,N6-Trimethyl-L-lysine",1274116736,S,Std,NA,4
240108_Poo_Syn_Full1,N6-Acetyl-L-lysine,155702,S,Poo,NA,0
240108_Poo_Syn_Full2,N6-Acetyl-L-lysine,44412,S,Poo,NA,0
240108_Poo_Syn_Full3,N6-Acetyl-L-lysine,48369,S,Poo,NA,0
240108_Poo_Syn_Half1,N6-Acetyl-L-lysine,83909,S,Poo,NA,0
240108_Poo_Syn_Half2,N6-Acetyl-L-lysine,264084,S,Poo,NA,0
240108_Poo_Syn_Half3,N6-Acetyl-L-lysine,0,S,Poo,NA,0
240108_Smp_25ppt_A,N6-Acetyl-L-lysine,251605,S,Smp,25,0
240108_Smp_25ppt_B,N6-Acetyl-L-lysine,486670,S,Smp,25,0
240108_Smp_25ppt_Blk,N6-Acetyl-L-lysine,111713,S,Smp,25,0
240108_Smp_30ppt_A,N6-Acetyl-L-lysine,95059,S,Smp,30,0
240108_Smp_30ppt_B,N6-Acetyl-L-lysine,208767,S,Smp,30,0
240108_Smp_30ppt_Blk,N6-Acetyl-L-lysine,0,S,Smp,30,0
240108_Smp_35ppt_A,N6-Acetyl-L-lysine,603279,S,Smp,35,0
240108_Smp_35ppt_B,N6-Acetyl-L-lysine,521064,S,Smp,35,0
240108_Smp_35ppt_Blk,N6-Acetyl-L-lysine,70796,S,Smp,35,0
240108_Smp_40ppt_A,N6-Acetyl-L-lysine,58757,S,Smp,40,0
240108_Smp_40ppt_B,N6-Acetyl-L-lysine,693207,S,Smp,40,0
240108_Smp_40ppt_Blk,N6-Acetyl-L-lysine,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,N6-Acetyl-L-lysine,1071240064,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,N6-Acetyl-L-lysine,1642780928,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,N6-Acetyl-L-lysine,749191104,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,N6-Acetyl-L-lysine,771239488,S,Std,NA,4
240108_Poo_Syn_Full1,N6-Methyladenine,172422,S,Poo,NA,0
240108_Poo_Syn_Full2,N6-Methyladenine,152158,S,Poo,NA,0
240108_Poo_Syn_Full3,N6-Methyladenine,28748,S,Poo,NA,0
240108_Poo_Syn_Half1,N6-Methyladenine,67234,S,Poo,NA,0
240108_Poo_Syn_Half2,N6-Methyladenine,25370,S,Poo,NA,0
240108_Poo_Syn_Half3,N6-Methyladenine,85525,S,Poo,NA,0
240108_Smp_25ppt_A,N6-Methyladenine,647643,S,Smp,25,0
